timestamp,bpm
2024-04-01T09:37:44.000Z,70
2024-04-01T09:37:45.000Z,68
2024-04-01T09:42:22.000Z,75
2024-04-01T09:43:08.000Z,77
2024-04-01T09:44:36.000Z,79
2024-04-01T09:45:39.000Z,82
2024-04-01T09:46:17.000Z,75
2024-04-01T09:54:58.000Z,99
2024-04-01T09:54:59.000Z,102
2024-04-01T09:55:00.000Z,94
2024-04-01T09:57:24.000Z,89
2024-04-01T09:57:37.000Z,73
2024-04-01T09:57:41.000Z,84
2024-04-01T10:03:04.000Z,91
2024-04-01T10:03:06.000Z,88
2024-04-01T10:03:23.000Z,96
2024-04-01T10:07:46.000Z,89
2024-04-01T10:08:05.000Z,83
2024-04-01T10:08:09.000Z,114
2024-04-01T10:12:59.000Z,106
2024-04-01T10:13:02.000Z,96
2024-04-01T10:23:57.000Z,88
2024-04-01T10:24:52.000Z,78
2024-04-01T10:25:29.000Z,83
2024-04-01T10:30:26.000Z,80
2024-04-01T10:30:48.000Z,86
2024-04-01T10:31:08.000Z,75
2024-04-01T10:34:43.000Z,87
2024-04-01T10:35:06.000Z,76
2024-04-01T10:35:10.000Z,71
2024-04-01T10:42:36.000Z,98
2024-04-01T10:42:46.000Z,86
2024-04-01T10:42:51.000Z,95
2024-04-01T10:44:30.000Z,78
2024-04-01T10:44:34.000Z,85
2024-04-01T10:45:08.000Z,80
2024-04-01T10:46:44.000Z,83
2024-04-01T10:46:46.000Z,77
2024-04-01T10:46:47.000Z,79
2024-04-01T10:52:20.000Z,85
2024-04-01T10:52:49.000Z,81
2024-04-01T10:53:25.000Z,89
2024-04-01T11:17:46.000Z,83
2024-04-01T11:17:47.000Z,82
2024-04-01T11:17:49.000Z,92
2024-04-01T11:28:30.000Z,82
2024-04-01T11:28:38.000Z,79
2024-04-01T11:29:12.000Z,86
2024-04-01T11:38:12.000Z,93
2024-04-01T11:38:22.000Z,90
2024-04-01T11:38:49.000Z,86
2024-04-01T11:43:03.000Z,85
2024-04-01T11:43:04.000Z,91
2024-04-01T11:43:32.000Z,87
2024-04-01T11:49:14.000Z,91
2024-04-01T11:49:36.000Z,84
2024-04-01T11:50:50.000Z,88
2024-04-01T11:59:56.000Z,87
2024-04-01T11:59:59.000Z,91
2024-04-01T12:00:06.000Z,100
2024-04-01T12:09:17.000Z,92
2024-04-01T12:10:02.000Z,94
2024-04-01T12:39:51.000Z,83
2024-04-01T12:39:52.000Z,77
2024-04-01T12:39:56.000Z,84
2024-04-01T12:49:39.000Z,88
2024-04-01T12:49:59.000Z,95
2024-04-01T12:50:00.000Z,93
2024-04-01T12:59:39.000Z,65
2024-04-01T12:59:40.000Z,65
2024-04-01T13:09:31.000Z,88
2024-04-01T13:09:47.000Z,96
2024-04-01T13:09:48.000Z,86
2024-04-01T13:19:54.000Z,120
2024-04-01T13:19:59.000Z,110
2024-04-01T13:20:03.000Z,96
2024-04-01T13:29:57.000Z,117
2024-04-01T13:30:03.000Z,104
2024-04-01T13:40:01.000Z,88
2024-04-01T13:40:06.000Z,83
2024-04-01T13:40:45.000Z,77
2024-04-01T13:49:45.000Z,96
2024-04-01T13:50:09.000Z,93
2024-04-01T13:59:53.000Z,117
2024-04-01T14:00:00.000Z,105
2024-04-01T14:09:44.000Z,112
2024-04-01T14:09:48.000Z,126
2024-04-01T14:09:51.000Z,111
2024-04-01T14:29:49.000Z,120
2024-04-01T14:29:50.000Z,115
2024-04-01T14:36:45.000Z,109
2024-04-01T14:36:51.000Z,114
2024-04-01T14:36:52.000Z,112
2024-04-01T14:47:05.000Z,113
2024-04-01T14:47:17.000Z,110
2024-04-01T14:47:58.000Z,107
2024-04-01T14:51:49.000Z,101
2024-04-01T14:51:57.000Z,103
2024-04-01T14:52:32.000Z,105
2024-04-01T15:01:53.000Z,99
2024-04-01T15:02:46.000Z,105
2024-04-01T15:02:59.000Z,102
2024-04-01T15:11:56.000Z,102
2024-04-01T15:12:21.000Z,98
2024-04-01T15:12:48.000Z,94
2024-04-01T15:22:21.000Z,90
2024-04-01T15:22:33.000Z,83
2024-04-01T15:22:38.000Z,92
2024-04-01T15:52:01.000Z,96
2024-04-01T15:52:22.000Z,93
2024-04-01T15:52:45.000Z,90
2024-04-01T16:02:31.000Z,103
2024-04-01T16:02:42.000Z,96
2024-04-01T16:02:48.000Z,90
2024-04-01T16:19:19.000Z,116
2024-04-01T16:19:42.000Z,119
2024-04-01T16:19:43.000Z,109
2024-04-01T16:33:13.000Z,93
2024-04-01T16:34:14.000Z,96
2024-04-01T16:34:38.000Z,90
2024-04-01T16:38:45.000Z,90
2024-04-01T16:38:49.000Z,91
2024-04-01T16:38:52.000Z,94
2024-04-01T16:40:31.000Z,88
2024-04-01T16:40:32.000Z,82
2024-04-01T16:40:33.000Z,80
2024-04-01T16:48:30.000Z,99
2024-04-01T16:48:32.000Z,95
2024-04-01T16:49:49.000Z,91
2024-04-01T16:53:46.000Z,98
2024-04-01T16:53:48.000Z,96
2024-04-01T16:53:49.000Z,82
2024-04-01T16:59:09.000Z,96
2024-04-01T16:59:10.000Z,93
2024-04-01T16:59:16.000Z,90
2024-04-01T17:05:32.000Z,85
2024-04-01T17:05:34.000Z,98
2024-04-01T17:05:38.000Z,89
2024-04-01T17:07:24.000Z,82
2024-04-01T17:07:28.000Z,91
2024-04-01T17:07:29.000Z,95
2024-04-01T17:12:58.000Z,88
2024-04-01T17:13:19.000Z,93
2024-04-01T17:13:56.000Z,85
2024-04-01T17:23:18.000Z,120
2024-04-01T17:23:25.000Z,116
2024-04-01T17:29:19.000Z,96
2024-04-01T17:29:23.000Z,102
2024-04-01T17:29:42.000Z,98
2024-04-01T17:31:52.000Z,90
2024-04-01T17:33:10.000Z,87
2024-04-01T17:33:11.000Z,85
2024-04-01T17:37:00.000Z,88
2024-04-01T17:37:07.000Z,85
2024-04-01T17:37:18.000Z,82
2024-04-01T17:42:05.000Z,81
2024-04-01T17:42:33.000Z,86
2024-04-01T17:42:34.000Z,84
2024-04-01T17:47:12.000Z,87
2024-04-01T17:47:19.000Z,85
2024-04-01T17:48:15.000Z,82
2024-04-01T17:52:39.000Z,89
2024-04-01T17:53:19.000Z,85
2024-04-01T17:53:25.000Z,87
2024-04-01T17:57:35.000Z,87
2024-04-01T17:58:31.000Z,91
2024-04-01T17:59:01.000Z,89
2024-04-01T18:02:33.000Z,88
2024-04-01T18:03:46.000Z,90
2024-04-01T18:04:13.000Z,85
2024-04-01T18:10:30.000Z,88
2024-04-01T18:42:51.000Z,80
2024-04-01T18:42:53.000Z,76
2024-04-01T18:43:13.000Z,98
2024-04-01T18:52:49.000Z,96
2024-04-01T18:52:51.000Z,92
2024-04-01T18:52:52.000Z,104
2024-04-01T19:02:44.000Z,105
2024-04-01T19:02:51.000Z,109
2024-04-01T19:02:52.000Z,112
2024-04-01T19:13:46.000Z,98
2024-04-01T19:14:17.000Z,101
2024-04-01T19:14:24.000Z,94
2024-04-01T19:19:38.000Z,78
2024-04-01T19:19:39.000Z,76
2024-04-01T19:19:45.000Z,66
2024-04-01T19:22:11.000Z,83
2024-04-01T19:22:15.000Z,86
2024-04-01T19:22:31.000Z,88
2024-04-01T19:30:22.000Z,89
2024-04-01T19:30:46.000Z,84
2024-04-01T19:30:48.000Z,80
2024-04-01T19:37:31.000Z,81
2024-04-01T19:37:42.000Z,83
2024-04-01T19:37:45.000Z,78
2024-04-01T19:41:55.000Z,71
2024-04-01T19:42:33.000Z,80
2024-04-01T19:42:36.000Z,75
2024-04-01T19:46:37.000Z,75
2024-04-01T19:47:08.000Z,80
2024-04-01T19:47:09.000Z,85
2024-04-01T20:13:18.000Z,75
2024-04-01T20:13:20.000Z,74
2024-04-01T20:13:25.000Z,70
2024-04-01T20:15:17.000Z,77
2024-04-01T20:16:00.000Z,80
2024-04-01T20:16:08.000Z,74
2024-04-01T20:20:00.000Z,69
2024-04-01T20:20:15.000Z,83
2024-04-01T20:20:36.000Z,75
2024-04-01T20:25:20.000Z,72
2024-04-01T20:25:31.000Z,65
2024-04-01T20:25:35.000Z,68
2024-04-01T20:27:30.000Z,67
2024-04-01T20:28:04.000Z,70
2024-04-01T20:28:12.000Z,72
2024-04-01T20:30:21.000Z,69
2024-04-01T20:30:37.000Z,72
2024-04-01T20:30:47.000Z,75
2024-04-01T20:50:16.000Z,61
2024-04-01T20:51:13.000Z,63
2024-04-01T20:51:16.000Z,66
2024-04-01T21:00:45.000Z,60
2024-04-01T21:01:01.000Z,65
2024-04-01T21:01:16.000Z,63
2024-04-01T21:05:41.000Z,59
2024-04-01T21:06:06.000Z,63
2024-04-01T21:06:37.000Z,60
2024-04-01T21:15:33.000Z,59
2024-04-01T21:16:32.000Z,59
2024-04-01T21:16:45.000Z,60
2024-04-01T21:20:52.000Z,62
2024-04-01T21:21:21.000Z,75
2024-04-01T21:21:33.000Z,72
2024-04-01T21:26:44.000Z,61
2024-04-01T21:26:46.000Z,66
2024-04-01T21:27:00.000Z,59
2024-04-01T21:31:24.000Z,64
2024-04-01T21:31:31.000Z,63
2024-04-01T21:31:59.000Z,61
2024-04-01T21:36:01.000Z,64
2024-04-01T21:36:15.000Z,63
2024-04-01T21:36:50.000Z,67
2024-04-01T21:41:51.000Z,68
2024-04-01T21:42:00.000Z,66
2024-04-01T21:42:07.000Z,63
2024-04-01T21:46:13.000Z,73
2024-04-01T21:46:19.000Z,70
2024-04-01T21:46:40.000Z,64
2024-04-01T21:49:13.000Z,59
2024-04-01T21:49:14.000Z,60
2024-04-01T21:49:22.000Z,60
2024-04-01T21:56:45.000Z,58
2024-04-01T22:01:45.000Z,59
2024-04-01T22:06:45.000Z,60
2024-04-01T22:11:45.000Z,62
2024-04-01T22:16:45.000Z,61
2024-04-01T22:21:45.000Z,63
2024-04-01T22:22:30.000Z,63
2024-04-01T22:27:30.000Z,63
2024-04-01T22:32:30.000Z,64
2024-04-01T22:37:30.000Z,64
2024-04-01T22:42:30.000Z,65
2024-04-01T22:56:45.000Z,60
2024-04-01T23:01:45.000Z,59
2024-04-01T23:06:45.000Z,61
2024-04-01T23:11:45.000Z,61
2024-04-01T23:16:45.000Z,61
2024-04-01T23:21:45.000Z,63
2024-04-01T23:26:45.000Z,63
2024-04-01T23:31:45.000Z,64
2024-04-01T23:36:45.000Z,63
2024-04-01T23:41:45.000Z,61
2024-04-01T23:46:45.000Z,61
2024-04-01T23:51:45.000Z,62
2024-04-01T23:56:45.000Z,64
2024-04-02T00:01:45.000Z,65
2024-04-02T00:06:45.000Z,65
2024-04-02T00:11:45.000Z,64
2024-04-02T00:16:45.000Z,66
2024-04-02T00:21:45.000Z,64
2024-04-02T00:26:45.000Z,64
2024-04-02T00:31:45.000Z,62
2024-04-02T00:36:45.000Z,65
2024-04-02T00:41:45.000Z,63
2024-04-02T00:46:45.000Z,62
2024-04-02T00:51:45.000Z,62
2024-04-02T00:56:45.000Z,64
2024-04-02T01:01:45.000Z,65
2024-04-02T01:06:45.000Z,63
2024-04-02T01:11:45.000Z,63
2024-04-02T01:16:45.000Z,62
2024-04-02T01:21:45.000Z,60
2024-04-02T01:26:45.000Z,60
2024-04-02T01:31:45.000Z,59
2024-04-02T01:36:45.000Z,59
2024-04-02T01:41:45.000Z,60
2024-04-02T01:46:45.000Z,59
2024-04-02T01:51:45.000Z,61
2024-04-02T01:56:45.000Z,59
2024-04-02T02:01:45.000Z,59
2024-04-02T02:06:45.000Z,61
2024-04-02T02:11:45.000Z,62
2024-04-02T02:16:45.000Z,64
2024-04-02T02:21:45.000Z,60
2024-04-02T02:26:45.000Z,61
2024-04-02T02:31:45.000Z,59
2024-04-02T02:41:45.000Z,60
2024-04-02T02:46:45.000Z,61
2024-04-02T02:51:45.000Z,62
2024-04-02T02:56:45.000Z,64
2024-04-02T03:01:45.000Z,61
2024-04-02T03:06:45.000Z,61
2024-04-02T03:11:45.000Z,62
2024-04-02T03:16:45.000Z,65
2024-04-02T03:21:45.000Z,66
2024-04-02T03:26:45.000Z,62
2024-04-02T03:31:45.000Z,64
2024-04-02T03:36:45.000Z,60
2024-04-02T03:41:45.000Z,61
2024-04-02T03:46:45.000Z,61
2024-04-02T03:51:45.000Z,62
2024-04-02T03:56:45.000Z,63
2024-04-02T04:01:45.000Z,64
2024-04-02T04:06:45.000Z,63
2024-04-02T04:11:45.000Z,63
2024-04-02T04:16:45.000Z,63
2024-04-02T04:21:45.000Z,60
2024-04-02T04:26:45.000Z,58
2024-04-02T04:31:45.000Z,61
2024-04-02T04:36:45.000Z,61
2024-04-02T04:41:45.000Z,60
2024-04-02T04:46:45.000Z,62
2024-04-02T04:51:45.000Z,65
2024-04-02T04:56:45.000Z,64
2024-04-02T05:01:45.000Z,64
2024-04-02T05:06:45.000Z,64
2024-04-02T05:11:45.000Z,66
2024-04-02T05:16:45.000Z,65
2024-04-02T05:21:45.000Z,61
2024-04-02T05:26:45.000Z,62
2024-04-02T05:31:45.000Z,60
2024-04-02T05:36:45.000Z,60
2024-04-02T05:41:45.000Z,61
2024-04-02T05:46:45.000Z,60
2024-04-02T05:51:45.000Z,62
2024-04-02T05:56:45.000Z,61
2024-04-02T06:01:45.000Z,58
2024-04-02T06:06:45.000Z,58
2024-04-02T06:11:45.000Z,57
2024-04-02T06:16:45.000Z,58
2024-04-02T06:21:45.000Z,58
2024-04-02T06:26:30.000Z,59
2024-04-02T06:31:30.000Z,60
2024-04-02T06:36:30.000Z,57
2024-04-02T06:41:30.000Z,60
2024-04-02T06:46:30.000Z,58
2024-04-02T06:51:30.000Z,62
2024-04-02T07:05:30.000Z,65
2024-04-02T07:32:55.000Z,80
2024-04-02T07:32:56.000Z,83
2024-04-02T07:32:58.000Z,76
2024-04-02T07:37:39.000Z,63
2024-04-02T07:37:46.000Z,59
2024-04-02T07:37:51.000Z,60
2024-04-02T07:45:46.000Z,73
2024-04-02T07:46:18.000Z,78
2024-04-02T07:49:59.000Z,102
2024-04-02T07:50:27.000Z,91
2024-04-02T07:50:28.000Z,97
2024-04-02T07:57:22.000Z,86
2024-04-02T07:57:42.000Z,81
2024-04-02T07:58:02.000Z,76
2024-04-02T08:07:35.000Z,82
2024-04-02T08:07:36.000Z,90
2024-04-02T08:07:37.000Z,99
2024-04-02T08:28:10.000Z,82
2024-04-02T08:28:32.000Z,80
2024-04-02T08:29:25.000Z,84
2024-04-02T08:33:21.000Z,84
2024-04-02T08:33:31.000Z,81
2024-04-02T08:34:26.000Z,80
2024-04-02T08:39:25.000Z,79
2024-04-02T08:39:29.000Z,76
2024-04-02T08:39:31.000Z,82
2024-04-02T08:43:34.000Z,81
2024-04-02T08:44:18.000Z,83
2024-04-02T08:44:55.000Z,86
2024-04-02T08:49:26.000Z,76
2024-04-02T08:49:50.000Z,82
2024-04-02T08:50:18.000Z,79
2024-04-02T08:54:26.000Z,81
2024-04-02T08:54:48.000Z,78
2024-04-02T08:54:53.000Z,75
2024-04-02T08:59:57.000Z,75
2024-04-02T08:59:59.000Z,72
2024-04-02T09:01:03.000Z,78
2024-04-02T09:05:06.000Z,89
2024-04-02T09:05:07.000Z,85
2024-04-02T09:05:31.000Z,76
2024-04-02T09:07:04.000Z,74
2024-04-02T09:07:11.000Z,77
2024-04-02T09:07:23.000Z,71
2024-04-02T09:12:13.000Z,77
2024-04-02T09:12:31.000Z,96
2024-04-02T09:12:41.000Z,69
2024-04-02T09:15:26.000Z,75
2024-04-02T09:15:37.000Z,80
2024-04-02T09:15:56.000Z,83
2024-04-02T09:20:03.000Z,74
2024-04-02T09:20:07.000Z,79
2024-04-02T09:20:12.000Z,77
2024-04-02T09:25:41.000Z,78
2024-04-02T09:25:51.000Z,72
2024-04-02T09:26:08.000Z,74
2024-04-02T09:30:42.000Z,79
2024-04-02T09:30:44.000Z,77
2024-04-02T09:31:12.000Z,72
2024-04-02T09:50:43.000Z,89
2024-04-02T09:51:02.000Z,67
2024-04-02T09:51:17.000Z,86
2024-04-02T10:11:33.000Z,69
2024-04-02T10:11:46.000Z,75
2024-04-02T10:11:53.000Z,72
2024-04-02T10:21:36.000Z,77
2024-04-02T10:21:37.000Z,86
2024-04-02T11:11:12.000Z,89
2024-04-02T11:11:41.000Z,76
2024-04-02T11:11:45.000Z,84
2024-04-02T11:15:37.000Z,83
2024-04-02T11:16:02.000Z,80
2024-04-02T11:16:54.000Z,77
2024-04-02T11:22:19.000Z,97
2024-04-02T11:22:21.000Z,78
2024-04-02T11:22:23.000Z,80
2024-04-02T11:31:52.000Z,90
2024-04-02T11:31:53.000Z,92
2024-04-02T11:41:26.000Z,101
2024-04-02T11:41:37.000Z,107
2024-04-02T11:42:09.000Z,107
2024-04-02T11:51:56.000Z,86
2024-04-02T11:51:59.000Z,88
2024-04-02T11:52:09.000Z,77
2024-04-02T12:01:41.000Z,67
2024-04-02T12:02:01.000Z,86
2024-04-02T12:02:10.000Z,76
2024-04-02T12:06:26.000Z,82
2024-04-02T12:06:35.000Z,86
2024-04-02T12:06:53.000Z,88
2024-04-02T12:08:54.000Z,150
2024-04-02T12:09:34.000Z,93
2024-04-02T12:09:35.000Z,90
2024-04-02T12:11:14.000Z,88
2024-04-02T12:11:44.000Z,84
2024-04-02T12:21:09.000Z,84
2024-04-02T12:21:11.000Z,72
2024-04-02T12:21:23.000Z,76
2024-04-02T12:31:16.000Z,87
2024-04-02T12:31:25.000Z,83
2024-04-02T12:32:27.000Z,80
2024-04-02T12:41:55.000Z,68
2024-04-02T12:42:01.000Z,73
2024-04-02T12:42:11.000Z,76
2024-04-02T14:12:04.000Z,75
2024-04-02T14:12:21.000Z,71
2024-04-02T14:13:37.000Z,69
2024-04-02T14:17:21.000Z,75
2024-04-02T14:18:28.000Z,70
2024-04-02T14:18:40.000Z,78
2024-04-02T14:22:28.000Z,71
2024-04-02T14:23:17.000Z,67
2024-04-02T14:23:38.000Z,74
2024-04-02T14:27:55.000Z,71
2024-04-02T14:27:59.000Z,68
2024-04-02T14:29:02.000Z,75
2024-04-02T14:32:58.000Z,76
2024-04-02T14:33:00.000Z,68
2024-04-02T14:33:30.000Z,72
2024-04-02T14:38:00.000Z,68
2024-04-02T14:38:01.000Z,75
2024-04-02T14:39:11.000Z,72
2024-04-02T14:43:19.000Z,72
2024-04-02T14:43:27.000Z,68
2024-04-02T14:44:26.000Z,78
2024-04-02T14:48:30.000Z,74
2024-04-02T14:48:41.000Z,69
2024-04-02T14:49:06.000Z,65
2024-04-02T15:46:29.000Z,78
2024-04-02T15:47:16.000Z,83
2024-04-02T15:47:31.000Z,75
2024-04-02T15:51:28.000Z,71
2024-04-02T15:52:03.000Z,67
2024-04-02T15:52:18.000Z,75
2024-04-02T15:58:33.000Z,76
2024-04-02T15:58:34.000Z,79
2024-04-02T15:58:42.000Z,67
2024-04-02T16:08:29.000Z,72
2024-04-02T16:10:04.000Z,68
2024-04-02T16:10:09.000Z,75
2024-04-02T16:18:32.000Z,73
2024-04-02T16:19:37.000Z,75
2024-04-02T16:19:38.000Z,68
2024-04-02T16:28:52.000Z,75
2024-04-02T16:29:03.000Z,72
2024-04-02T16:29:24.000Z,68
2024-04-02T16:38:52.000Z,73
2024-04-02T16:39:08.000Z,81
2024-04-02T16:39:56.000Z,77
2024-04-02T17:00:03.000Z,69
2024-04-02T17:00:12.000Z,67
2024-04-02T17:00:13.000Z,64
2024-04-02T17:09:31.000Z,83
2024-04-02T17:09:32.000Z,86
2024-04-02T17:09:43.000Z,89
2024-04-02T17:15:40.000Z,76
2024-04-02T17:15:52.000Z,71
2024-04-02T17:16:00.000Z,76
2024-04-02T17:17:25.000Z,73
2024-04-02T17:21:00.000Z,73
2024-04-02T17:26:00.000Z,74
2024-04-02T17:45:14.000Z,75
2024-04-02T17:50:14.000Z,75
2024-04-02T17:55:14.000Z,77
2024-04-02T18:00:14.000Z,73
2024-04-02T18:05:14.000Z,77
2024-04-02T18:10:14.000Z,76
2024-04-02T18:15:00.000Z,71
2024-04-02T18:48:14.000Z,74
2024-04-02T18:48:22.000Z,76
2024-04-02T18:48:44.000Z,79
2024-04-02T18:53:15.000Z,79
2024-04-02T18:53:42.000Z,82
2024-04-02T18:54:05.000Z,78
2024-04-02T18:58:16.000Z,82
2024-04-02T18:58:49.000Z,88
2024-04-02T18:59:11.000Z,85
2024-04-02T19:03:19.000Z,79
2024-04-02T19:03:57.000Z,81
2024-04-02T19:04:12.000Z,76
2024-04-02T19:08:34.000Z,83
2024-04-02T19:08:37.000Z,80
2024-04-02T19:09:16.000Z,76
2024-04-02T19:13:39.000Z,82
2024-04-02T19:14:07.000Z,85
2024-04-02T19:14:38.000Z,79
2024-04-02T19:18:59.000Z,82
2024-04-02T19:19:47.000Z,88
2024-04-02T19:19:57.000Z,85
2024-04-02T19:24:48.000Z,74
2024-04-02T19:24:53.000Z,68
2024-04-02T19:26:10.000Z,79
2024-04-02T19:29:48.000Z,72
2024-04-02T19:29:50.000Z,77
2024-04-02T19:29:57.000Z,79
2024-04-02T19:32:17.000Z,79
2024-04-02T19:32:22.000Z,77
2024-04-02T19:32:42.000Z,75
2024-04-02T19:35:16.000Z,79
2024-04-02T19:35:21.000Z,82
2024-04-02T19:35:22.000Z,76
2024-04-02T19:40:20.000Z,78
2024-04-02T19:40:24.000Z,86
2024-04-02T19:40:35.000Z,76
2024-04-02T19:43:04.000Z,67
2024-04-02T19:43:05.000Z,75
2024-04-02T19:43:33.000Z,79
2024-04-02T19:46:04.000Z,100
2024-04-02T19:46:08.000Z,105
2024-04-02T19:46:11.000Z,97
2024-04-02T19:56:03.000Z,63
2024-04-02T19:57:03.000Z,61
2024-04-02T19:57:12.000Z,66
2024-04-02T20:01:20.000Z,63
2024-04-02T20:02:21.000Z,70
2024-04-02T20:02:47.000Z,67
2024-04-02T20:03:59.000Z,63
2024-04-02T20:21:07.000Z,73
2024-04-02T20:21:08.000Z,71
2024-04-02T20:21:45.000Z,83
2024-04-02T20:26:28.000Z,70
2024-04-02T20:26:29.000Z,64
2024-04-02T20:26:30.000Z,65
2024-04-02T20:31:27.000Z,71
2024-04-02T20:31:41.000Z,89
2024-04-02T20:31:43.000Z,97
2024-04-02T20:33:58.000Z,63
2024-04-02T20:34:19.000Z,66
2024-04-02T20:34:24.000Z,59
2024-04-02T20:36:21.000Z,67
2024-04-02T20:36:23.000Z,62
2024-04-02T20:36:27.000Z,63
2024-04-02T20:41:26.000Z,73
2024-04-02T20:42:18.000Z,69
2024-04-02T20:42:38.000Z,65
2024-04-02T20:46:44.000Z,69
2024-04-02T20:46:47.000Z,65
2024-04-02T20:47:04.000Z,67
2024-04-02T20:49:01.000Z,61
2024-04-02T20:49:05.000Z,66
2024-04-02T20:49:19.000Z,70
2024-04-02T20:54:40.000Z,73
2024-04-02T20:54:43.000Z,70
2024-04-02T20:54:52.000Z,67
2024-04-02T21:05:05.000Z,59
2024-04-02T21:05:06.000Z,60
2024-04-02T21:05:08.000Z,60
2024-04-02T21:09:58.000Z,60
2024-04-02T21:10:31.000Z,63
2024-04-02T21:11:06.000Z,67
2024-04-02T21:15:33.000Z,64
2024-04-02T21:15:53.000Z,59
2024-04-02T21:15:54.000Z,62
2024-04-02T21:21:08.000Z,60
2024-04-02T21:21:56.000Z,62
2024-04-02T21:22:03.000Z,66
2024-04-02T21:25:50.000Z,67
2024-04-02T21:25:52.000Z,67
